userId,complete,time,group,path,gender,age,origin,ethnicity,occupation,education,economic,likert.audio_quality,likert.video_resolution,likert.video_smoothness,likert.audio_stability,likert.sync,likert-text,exp-text,data.car_ownership,data.video_stream,data.netflix_price,data.siriusxm_price,data.amc_movie_price, AS, MS, VR, AQ, AVS,qv_text,videoConfig.AQ,videoConfig.VR,videoConfig.AS,videoConfig.MS,videoConfig.AVS,reasonArray.MS,reasonArray.AQ,reasonArray.VR,reasonArray.AS,reasonArray.AVS,priceArray.AQ,priceArray.VR,priceArray.AS,priceArray.MS,priceArray.AVS
5f81bd05abeee9b4a2f81469,TRUE,2020-10-10T14:21:50.508Z,gp10,p1,(b) Female,(c) 40-54,(b) No,(e) White,(g) Homemaker,(b) High school graduate (includes equivalency),"(a) Less than $10,000",5,2,2,5,3,"Hearing the information is much more critical than seeing the information, although the map is beneficial, it is of lower priority. ","Audio Quality and Audio Stability were the most important to me, making the video understandable. Without being able to adjust these I was unable to hear what the reporter was saying. My third choice is Audio-Video Synchronization so that I was able to match what the reporter was saying to the map.",(a) Yes,(c) Youtube,(b) $12.99/month: Stream with high definition on two devices,"(a) $10.99/month: A sampling of music, news, and talk channels","(a) $13.69, standard definition",4,1,1,6,6,I need to be able to hear the weather cleared. Audio Quality is the most important. Audio Stability and synchronization are also very important for understanding the report.,1,0,1,0,0,"The smoothness is not great, so it is only a token price.","Audio quality is the most important factor, so it deserves the highest price.","There is video, though low resolution, so a nominal fee is applied. ","Audio stability is also very important, so it needs to be priced the highest.","Audio-video synchronization is not great, so a token cost.",1.85,0.1,1.85,0.1,0.1
5f78f367108ffa4e7e701223,TRUE,2020-10-03T22:31:10.452Z,gp12,p1,(a) Male,(c) 40-54,(b) No,(e) White,"(c) Business, management, or financial (e.g., manager, accountant, banker)",(d) Bachelor's degree or above,"(f) $100,000 to $149,999",4,5,4,4,4,"Video Resolution is most important for this type of video,  Any graphics and text can most readily communicate the streaming video's purpose and goals.   Audio especially for a weather oriented video can be helpful yet only as useful as the skill of the speaker to articulate key messages.  So, video resolution and clarity is the focus to get the information needed.  Next, enhance the video with smoothness and synchronization to further improve the messages being communicated.  ","I maximized to Level 3 the video smoothness and video resolution with a goal of being able to clearly read the text in the video.  These setting did allow me to do that.  Yet, without audio enhancements getting value from the video was minimal.  The text did give me some clue as to what was being communicated but without clear audio the value remained low. ",(b) No,(a) Netflix,(a) $8.99/month: Stream with the standard definition on one device,"(a) $10.99/month: A sampling of music, news, and talk channels",(d) I would not watch any of these versions,4,2,7,5,0,The primary focus should be on video resolution so the weather map graphic and any text on screen can be read by the consumer.  This can provide the viewer with sufficient data as to what the weather will be or current weather conditions.  Audio is a bonus and will help reinforce or explain the on screen text or graphic map.  ,1,2,1,0,2,"Graphics in motion are helpful to see images moving however, eyes of the driver should be focused on the road. ",Audio can help emphasize or explain the graphics and be a safer alternative to looking at the video as the driver is operating the vehicle. ,Video for a weather program provides key data in a graphic format that is easy to understand at a glance such as a weather map or text indicating store warning or threats. ,"Auto road noise can interfere with clearly hearing the audio, so a degree of stability is needed due to such distractions. ",This helps ensure the graphics and audio provide a value added in sync experience otherwise the video becomes frustrating and useless since most people are not patient.  ,0.9,1.75,0.3,0.42,0.13
5f78bc66108ffa4e7e70115c,TRUE,2020-10-03T19:10:37.969Z,gp16,p1,(b) Female,(d) 55 or above,(b) No,(e) White,(j) Retired,(d) Bachelor's degree or above,"(e) $75,000 to $99,999",5,4,2,5,2,"Most of us have preferences about how we receive information. Some of us lean toward the spoken word, and some of us are more visual. It's nice to be able to choose when bandwidth resources are limited. I am usually more visually inclined, but in the weather report example the best information was in the audio portion so that's where I preferred to spend my votes. Also, if I am driving, it seems like I'd want the audio to be dominant.  It would be totally different if I was watching a football game, where I'd probably prefer higher video resolution and motion smoothness over inane comments from sports commentators. ","The Video Resolution slider changed the resolution of the video significantly enough that it meant the difference between being able to read the numbers on the map, or kinda/sorta/not really read that numbers at all. On Level 0, some of the numbers weren't readable. I felt I needed it to be at least Level 2 to read the numbers, city names, and other elements of the map clearly.  
The Motion Smoothness slider would be really helpful for sports, or movies. It does make the video less choppy, and that would be useful under some circumstances. But if I was budgeting my bandwidth, I wouldn't increase the smoothness for a weather report because the choppiness doesn't make much difference in a weather report. The forecaster's movements are really just for show and not that meaningful. I can SEE the weather front with my own eyes, and seeing him wildly gesture at it does nothing to further my understanding.",(a) Yes,(c) Youtube,(c) $15.99/month: Stream with 4K ultra HD on four devices,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(a) $13.69, standard definition",5,3,4,7,1,"I was able to understand the info I need from a weather report best from clear audio. The graphics in the weather report were less important. Audio Quality was very important to me for overall understanding, and Audio Stability was needed so I didn't miss any key info when the sound dropped out.

Video was much less important. I already know what a map of the US looks like, and if I can see fronts drawn on the map - even if they are undefined - I can get a pretty good idea of what is happening. So I didn't invest as many of my points on video, but had to spend a few just to clean it up a little. Video Resolution gave me the best improvement for my points so I spent more credits on it than Motion Smoothness, which did very little to improve my experience. 

Synch didn't matter to me in a weather report. I didn't care if he pointed at a point on the map at the same time he mentioned it.",1,0,1,0,0,Not necessary,Most imporant,Kind of important,Need it so I don't miss info,not needed,4,2,3,1,0.2
5f79045e2332c99521a8b886,TRUE,2020-10-03T23:32:37.915Z,gp11,p1,(a) Male,(c) 40-54,(b) No,(e) White,"(b) Art, writing, or journalism (e.g., author, reporter, sculptor)",(c) Some college or associate's degree,"(d) $50,000 to $74,999",5,5,4,4,5,"Audio and video are critical. If those are tight, then the others, though they should be great, can be a tad less quality.","Audio quality. I improved it to hear the forecast better. Came out good. I changed the video resolution, but it still wasn't as good as I had hoped.",(a) Yes,(c) Youtube,(a) $8.99/month: Stream with the standard definition on one device,"(a) $10.99/month: A sampling of music, news, and talk channels",(d) I would not watch any of these versions,3,3,6,4,5,"I think they are all important, but video resolution and audio quality are the top two most important things. ",1,2,1,1,2,Still too choppy for my taste,Still get the perfect quality,"It's ok, not perfect, not totally awful",Can at least still hear what is being said.,"Not bad, given the tools",0.85,0.35,0.4,0.15,0.25
5f78b9e1108ffa4e7e701128,TRUE,2020-10-03T18:06:50.407Z,gp8,p1,(a) Male,(b) 25-39,(b) No,(e) White,"(k) Scientist (e.g., researcher, professor)",(d) Bachelor's degree or above,"(e) $75,000 to $99,999",4,4,1,4,2,The two methods of conveying the data in this broadcast are the visual of the map and the audio of the narration.  So the audio needs to be clear enough to understand what is being said and the video resolution has to at least be clear enough to make sense of the map information.  Smooth and synced video is nice but doesn't directly convey data.,"The most important elements in this video would be audio stability and video resolution.  Since it's an informative broadcast, getting the basic information of the graphics and narration is the most important part.",(a) Yes,(c) Youtube,(b) $12.99/month: Stream with high definition on two devices,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(a) $13.69, standard definition",5,2,6,5,3,"The visuals of the map and the audio of the narration are the most important factors in getting the facts that are relevant.  Smoothness of the motion and synchronization are nice, but not as critical to getting the necessary info.",1,2,1,0,0,"The frame rate is very low, so the quality isn't that great.",The audio is clear enough in basic quality but not amazing,"The video resolution is still low, although it is legible enough to read the onscreen data","The audio is still a bit choppy, but it is at least able to be understood well enough",There is little synchronization between audio and video.  It's basically like listening to a radio broadcast while seeing some nearly relevant visual data at the same time.,2,1.5,1,0.5,0.25
5f78a54cd1d415c7845f6b39,TRUE,2020-10-03T16:51:23.072Z,gp7,p2,(a) Male,(b) 25-39,(b) No,(e) White,"(f) Engineer in other fields (e.g., civil engineer, bio-engineer)",(d) Bachelor's degree or above,"(e) $75,000 to $99,999",5,5,5,4,4,Everything is very easy to judge and not more critical,The audio quality should be surely  improved,(a) Yes,(a) Netflix,(c) $15.99/month: Stream with 4K ultra HD on four devices,"(c) $21.99/month: Enjoy the widest variety of entertainment, anytime, anywhere you want to hear it","(c) $19.69, iMAX version",3,3,3,7,4,I took based on the previous video,1,0,1,0,0,Smooth of the video requires good quality so that it will attract the customers,The audio quality should be very good so that  more money should be spent on it,The video requires very much cost,Audio stability is some how manage able,The synchronization plays a very major role,1,2,0.2,0.5,0.3
5f7975c1108ffa4e7e701340,TRUE,2020-10-04T08:07:12.136Z,gp14,p1,(b) Female,(d) 55 or above,(b) No,(e) White,"(l) Service (e.g., retail clerks, server)",(b) High school graduate (includes equivalency),"(c) $25,000 to $49,999",5,5,4,5,3,"Its important especially if you're travelling and need to know the weather to be able to clearly hear the audio without stuttering and unmuffled,its also important to be able to see clearly what is being shown on the screen,as in travel conditions,temperature,detours.Its  also less irritating if the video isnt jerky and movement and sound is synchronized however thats simply irritation not hazardous to your health","Audio Quality was an important adjustment which I had to set to level 3 for a mostly smooth audio experience.
Video Resolution I also set at level 3 for a mostly clear video experience although there was still a slightly fuzzy look all around.",(a) Yes,(a) Netflix,(c) $15.99/month: Stream with 4K ultra HD on four devices,"(c) $21.99/month: Enjoy the widest variety of entertainment, anytime, anywhere you want to hear it","(a) $13.69, standard definition",-2,3,-4,-3,4,"Audio wasnt smooth and was not clear at all, and the video clarity was horrible although movement was smooth and audio and video were well synchronized.",1,2,1,0,0,Although aggravating the motion is mostly the weatherman waving his arms around and nobody wants to pay for that.,Audio Quality is the most important element so we want to build a player with very clear stable sound,Video Resolution is the second most important quality as you want as clear a picture as possible. ,Audio Stability is somewhat important and can be irritating to listen to unstable audio.,While it can be aggravating watching out of sync audio and video most of the time the weather mans back is to you and you wont notice so its not important.,4,3,2,0.54,0.5
5f78ae3ed1d415c7845f6be5,TRUE,2020-10-03T17:44:05.478Z,gp15,p2,(b) Female,(d) 55 or above,(b) No,(e) White,(q) Other (Please specify in next question),(c) Some college or associate's degree,"(d) $50,000 to $74,999",5,5,5,3,3,Well when I experimented with the controls I found that audio stability and audio video synchronization had the least impact on my enjoyment especially if we are talking about in a car.  For me the other three elements are far more important.,"I felt that Motion Smoothness had the largest impact on video quality, without video smoothness all the way up, I would not be interested in watching the video.  Naturally the second item that goes with that is Video resolution.  But video resolution without video smoothness I find rather useless.",(a) Yes,(a) Netflix,(b) $12.99/month: Stream with high definition on two devices,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(a) $13.69, standard definition",0,8,6,0,0,"As mentioned earlier without video smoothness I would not be interested in the video at all.  Consequently for me, video resolution goes hand in hand and had the greatest impact on my viewing experience.",1,2,1,0,0,I don't feel these last two are near as important but are appealing at 50% of the price of the top three.,I feel this is one of the three highest demand items and that it is a fair and appealing price.,I feel this is one of the three highest demand items and that it is a fair and appealing price.,I feel this is one of the three highest demand items and that it is a fair and appealing price.,I don't feel these last two are near as important but are appealing at 50% of the price of the top three.,1,1,1,0.5,0.5
5f808e42abeee9b4a2f812f8,TRUE,2020-10-09T16:57:07.143Z,gp2,p1,(a) Male,(b) 25-39,(b) No,(e) White,"(l) Service (e.g., retail clerks, server)",(b) High school graduate (includes equivalency),"(b) $10,000 to $24,999",5,4,3,5,3,I think audio quality and stability are very important because you could hardly understand what the person was saying in the prototype video but when I enhanced the quality it was much better. The video resolution is important because I was able to see basically but it could be a little clearer and not pixelated. However I think that the motion smoothness and audio-video sycronization was pretty good and really didn't change when I increase the levels of it.,When I changed the audio quality from 0 to 3 I experienced the most change in the viewing experience. I was able to actually hear what he was saying. I needed to change the audio stability the most too because I really had a hard time understanding what he was saying and increases the level really helped me hear better.,(a) Yes,(c) Youtube,(a) $8.99/month: Stream with the standard definition on one device,"(a) $10.99/month: A sampling of music, news, and talk channels","(a) $13.69, standard definition",6,2,4,6,2,I think that audio quality and audio stability need to be improved the most equally so I gave both 36% of my votes. I think it could use better video resolution so that is why I gave that 16 percent. however motion smoothness and audio syncronization don't need to be improve too much.,1,2,1,0,2,This would be free because it really doesn't need any upgrade in quality.,With audio 1 the buyer would not be able to hear where the severe threat is on the map.,With quality 1 the buyer would not be able to see the temperatures of the places he needs to answer.,The audio stability for quality 1 was way to hard to understand what the weather forecaster was saying.,A little cost because the audio-video synchronization was not that bad for an upgrade.,4,4,4,0,0.5
5f78a824108ffa4e7e700ff4,TRUE,2020-10-03T17:24:56.597Z,gp4,p2,(b) Female,(a) 18-24,(b) No,(b) Asian,"(l) Service (e.g., retail clerks, server)",(d) Bachelor's degree or above,"(c) $25,000 to $49,999",4,4,5,5,4,"I think Audio stability is more critical than audio quality, and motion smoothness is more important than video resolution. This is because one simply varies the quality of the video, while the other can significantly reduce the comprehension of it. ",Increasing the video resolution allowed the text and visuals in the video to be readable and interpretable. Increasing audio stability decreased pauses and breaks in the speech and made it less choppy.,(a) Yes,(c) Youtube,(c) $15.99/month: Stream with 4K ultra HD on four devices,"(b) $16.99/month: Get ad-free music, plus sports, news, talk, entertainment, SiriusXM video, and more, anywhere you want","(c) $19.69, iMAX version",5,5,4,4,3,"Audio stability and motion smoothness are most important to understand content, but all elements are important.",1,2,1,0,0,"The quality offered is low, so the fee charged is small.","The quality is a premium. Without this quality, the audio would not be able to be understood.","The video quality is a premium. Without this quality, data and graphics on the screen would not be able to be deciphered.",This quality increases comprehension of the audio and provides a better user experience.,"The quality offered is low, so the fee charged is small.",2,3,2.5,0.5,0.5
